"","id","lon","lat","n_building"
"335",335,-105.515836118017,40.2625349525616,0
"336",336,-105.51466013639,40.2625401887059,0
"337",337,-105.513484154456,40.2625454129004,0
"338",338,-105.512308172214,40.262550625145,0
"339",339,-105.511132189666,40.2625558254396,0
"340",340,-105.509956206812,40.2625610137844,0
"341",341,-105.508780223653,40.2625661901792,0
"342",342,-105.50760424019,40.2625713546241,0
"343",343,-105.506428256423,40.262576507119,0
"344",344,-105.505252272353,40.262581647664,0
"345",345,-105.504076287981,40.262586776259,0
"346",346,-105.502900303307,40.2625918929041,0
"347",347,-105.501724318332,40.2625969975991,0
"348",348,-105.500548333058,40.2626020903442,0
"349",349,-105.499372347483,40.2626071711393,0
"350",350,-105.498196361611,40.2626122399844,0
"351",351,-105.49702037544,40.2626172968794,0
"352",352,-105.495844388971,40.2626223418245,0
"353",353,-105.494668402207,40.2626273748195,0
"354",354,-105.493492415146,40.2626323958644,0
"355",355,-105.49231642779,40.2626374049593,0
"356",356,-105.49114044014,40.2626424021042,0
"357",357,-105.489964452195,40.262647387299,0
"358",358,-105.488788463958,40.2626523605437,0
"359",359,-105.487612475428,40.2626573218383,0
"360",360,-105.486436486607,40.2626622711828,0
"361",361,-105.485260497494,40.2626672085772,0
"362",362,-105.484084508092,40.2626721340215,0
"363",363,-105.482908518399,40.2626770475157,0
"364",364,-105.481732528418,40.2626819490598,0
"365",365,-105.480556538149,40.2626868386537,0
"366",366,-105.479380547592,40.2626917162975,0
"367",367,-105.478204556748,40.2626965819911,0
"368",368,-105.477028565619,40.2627014357345,0
"369",369,-105.566997524177,40.2630758124503,0
"370",370,-105.565821543115,40.2630815685636,0
"371",371,-105.564645561715,40.2630873127271,0
"372",372,-105.563469579977,40.2630930449409,0
"373",373,-105.562293597902,40.2630987652047,0
"374",374,-105.561117615491,40.2631044735188,0
"375",375,-105.559941632744,40.263110169883,0
"376",376,-105.558765649662,40.2631158542973,0
"377",377,-105.557589666246,40.2631215267618,0
"378",378,-105.556413682497,40.2631271872765,0
"379",379,-105.555237698414,40.2631328358412,0
"380",380,-105.554061714,40.2631384724561,0
"381",381,-105.552885729253,40.2631440971211,0
"382",382,-105.551709744177,40.2631497098361,0
"383",383,-105.55053375877,40.2631553106012,0
"384",384,-105.549357773033,40.2631608994164,0
"385",385,-105.548181786969,40.2631664762817,0
"386",386,-105.547005800576,40.263172041197,0
"387",387,-105.545829813856,40.2631775941624,1
"388",388,-105.544653826809,40.2631831351778,0
"389",389,-105.543477839437,40.2631886642432,0
"390",390,-105.542301851739,40.2631941813586,2
"391",391,-105.541125863717,40.263199686524,2
"392",392,-105.539949875372,40.2632051797395,0
"393",393,-105.538773886703,40.2632106610049,0
"394",394,-105.537597897712,40.2632161303203,0
"395",395,-105.5364219084,40.2632215876856,0
"396",396,-105.535245918766,40.2632270331009,1
"397",397,-105.534069928813,40.2632324665662,0
"398",398,-105.53289393854,40.2632378880813,0
"399",399,-105.531717947948,40.2632432976464,0
"400",400,-105.530541957038,40.2632486952615,0
"401",401,-105.52936596581,40.2632540809264,0
"402",402,-105.528189974266,40.2632594546412,0
"403",403,-105.527013982406,40.2632648164059,0
"404",404,-105.525837990231,40.2632701662205,0
"405",405,-105.524661997741,40.263275504085,0
"406",406,-105.523486004938,40.2632808299994,0
"407",407,-105.522310011821,40.2632861439635,0
"408",408,-105.521134018391,40.2632914459776,0
"409",409,-105.51995802465,40.2632967360414,0
"410",410,-105.518782030598,40.2633020141551,0
"411",411,-105.517606036236,40.2633072803186,0
"412",412,-105.516430041564,40.2633125345319,0
"413",413,-105.515254046583,40.263317776795,0
"414",414,-105.514078051293,40.2633230071079,0
"415",415,-105.512902055696,40.2633282254705,0
"416",416,-105.511726059793,40.263333431883,0
"417",417,-105.510550063583,40.2633386263452,0
"418",418,-105.509374067068,40.2633438088571,0
"419",419,-105.508198070248,40.2633489794188,0
"420",420,-105.507022073124,40.2633541380302,0
"421",421,-105.505846075697,40.2633592846913,0
"422",422,-105.504670077967,40.2633644194022,0
"423",423,-105.503494079935,40.2633695421627,0
"424",424,-105.502318081602,40.263374652973,0
"425",425,-105.501142082969,40.2633797518329,0
"426",426,-105.499966084035,40.2633848387425,0
"427",427,-105.498790084803,40.2633899137018,0
"428",428,-105.497614085272,40.2633949767108,0
"429",429,-105.496438085444,40.2634000277694,0
"430",430,-105.495262085318,40.2634050668776,0
"431",431,-105.494086084897,40.2634100940355,0
"432",432,-105.492910084179,40.263415109243,0
"433",433,-105.491734083167,40.2634201125001,0
"434",434,-105.490558081861,40.2634251038069,0
"435",435,-105.489382080261,40.2634300831632,0
"436",436,-105.488206078368,40.2634350505691,0
"437",437,-105.487030076184,40.2634400060246,0
"438",438,-105.485854073708,40.2634449495297,0
"439",439,-105.484678070941,40.2634498810843,0
"440",440,-105.483502067885,40.2634548006885,0
"441",441,-105.482326064539,40.2634597083422,0
"442",442,-105.481150060905,40.2634646040455,0
"443",443,-105.479974056982,40.2634694877983,0
"444",444,-105.478798052773,40.2634743596007,0
"445",445,-105.477622048277,40.2634792194525,0
"446",446,-105.476446043496,40.2634840673539,0
"447",447,-105.475270038429,40.2634889033047,0
"448",448,-105.474094033078,40.263493727305,0
"449",449,-105.569944023076,40.2638415674146,0
"450",450,-105.568768029355,40.2638473535611,0
"451",451,-105.567592035294,40.2638531277575,0
"452",452,-105.566416040894,40.2638588900037,0
"453",453,-105.565240046155,40.2638646402999,0
"454",454,-105.564064051077,40.2638703786459,0
"455",455,-105.562888055662,40.2638761050417,0
"456",456,-105.56171205991,40.2638818194875,0
"457",457,-105.560536063823,40.263887521983,0
"458",458,-105.5593600674,40.2638932125284,0
"459",459,-105.558184070642,40.2638988911236,0
"460",460,-105.55700807355,40.2639045577686,0
"461",461,-105.555832076126,40.2639102124634,0
"462",462,-105.554656078368,40.263915855208,0
"463",463,-105.553480080279,40.2639214860023,0
"464",464,-105.552304081859,40.2639271048465,0
"465",465,-105.551128083108,40.2639327117404,0
"466",466,-105.549952084028,40.263938306684,0
"467",467,-105.548776084618,40.2639438896774,0
"468",468,-105.547600084881,40.2639494607205,0
"469",469,-105.546424084815,40.2639550198133,0
"470",470,-105.545248084423,40.2639605669558,0
"471",471,-105.544072083705,40.2639661021481,0
"472",472,-105.542896082661,40.26397162539,0
"473",473,-105.541720081293,40.2639771366816,0
"474",474,-105.5405440796,40.2639826360229,0
"475",475,-105.539368077584,40.2639881234138,0
"476",476,-105.538192075245,40.2639935988544,0
"477",477,-105.537016072584,40.2639990623446,0
"478",478,-105.535840069603,40.2640045138845,1
"479",479,-105.5346640663,40.264009953474,0
"480",480,-105.533488062678,40.264015381113,0
"481",481,-105.532312058736,40.2640207968018,0
"482",482,-105.531136054476,40.26402620054,0
"483",483,-105.529960049898,40.2640315923279,0
"484",484,-105.528784045004,40.2640369721654,0
"485",485,-105.527608039793,40.2640423400524,0
"486",486,-105.526432034266,40.264047695989,0
"487",487,-105.525256028424,40.2640530399751,0
"488",488,-105.524080022268,40.2640583720107,0
"489",489,-105.522904015799,40.2640636920959,0
"490",490,-105.521728009017,40.2640690002306,0
"491",491,-105.520552001922,40.2640742964149,0
"492",492,-105.519375994517,40.2640795806486,0
"493",493,-105.5181999868,40.2640848529318,0
"494",494,-105.517023978774,40.2640901132645,0
"495",495,-105.515847970438,40.2640953616466,0
"496",496,-105.514671961793,40.2641005980783,0
"497",497,-105.513495952841,40.2641058225594,0
"498",498,-105.512319943582,40.2641110350899,0
"499",499,-105.511143934016,40.2641162356698,0
"500",500,-105.509967924144,40.2641214242992,0
"501",501,-105.508791913967,40.264126600978,0
"502",502,-105.507615903486,40.2641317657063,0
"503",503,-105.506439892701,40.2641369184839,0
"504",504,-105.505263881613,40.2641420593109,0
"505",505,-105.504087870223,40.2641471881873,0
"506",506,-105.502911858531,40.264152305113,0
"507",507,-105.501735846538,40.2641574100882,0
"508",508,-105.500559834246,40.2641625031126,0
"509",509,-105.499383821653,40.2641675841865,0
"510",510,-105.498207808763,40.2641726533096,0
"511",511,-105.497031795574,40.2641777104821,0
"512",512,-105.495855782087,40.264182755704,0
"513",513,-105.494679768304,40.2641877889751,0
"514",514,-105.493503754225,40.2641928102955,0
"515",515,-105.492327739851,40.2641978196652,0
"516",516,-105.491151725182,40.2642028170842,0
"517",517,-105.48997571022,40.2642078025525,0
"518",518,-105.488799694964,40.2642127760701,0
"519",519,-105.487623679416,40.2642177376369,0
"520",520,-105.486447663576,40.2642226872529,0
"521",521,-105.485271647445,40.2642276249182,0
"522",522,-105.484095631024,40.2642325506327,0
"523",523,-105.482919614313,40.2642374643965,0
"524",524,-105.481743597314,40.2642423662095,0
"525",525,-105.480567580026,40.2642472560716,0
"526",526,-105.47939156245,40.264252133983,0
"527",527,-105.478215544588,40.2642569999436,0
"528",528,-105.47703952644,40.2642618539533,0
"529",529,-105.475863508006,40.2642666960122,0
"530",530,-105.474687489288,40.2642715261203,0
"531",531,-105.473511470286,40.2642763442775,0
"532",532,-105.472335451,40.2642811504839,0
"533",533,-105.471159431432,40.2642859447394,0
"534",534,-105.572890587644,40.26460724679,0
"535",535,-105.571714581268,40.2646130629712,0
"536",536,-105.57053857455,40.264618867202,0
"537",537,-105.569362567491,40.2646246594824,0
"538",538,-105.568186560091,40.2646304398124,0
"539",539,-105.567010552351,40.264636208192,0
"540",540,-105.565834544272,40.2646419646211,0
"541",541,-105.564658535854,40.2646477090997,0
"542",542,-105.563482527099,40.2646534416279,0
"543",543,-105.562306518007,40.2646591622056,0
"544",544,-105.561130508578,40.2646648708328,0
"545",545,-105.559954498813,40.2646705675096,0
"546",546,-105.558778488713,40.2646762522358,0
"547",547,-105.55760247828,40.2646819250115,0
"548",548,-105.556426467512,40.2646875858366,0
"549",549,-105.555250456412,40.2646932347113,0
"550",550,-105.554074444979,40.2646988716354,0
"551",551,-105.552898433215,40.2647044966089,0
"552",552,-105.55172242112,40.2647101096319,0
"553",553,-105.550546408696,40.2647157107043,1
"554",554,-105.549370395941,40.2647212998261,0
"555",555,-105.548194382859,40.2647268769973,1
"556",556,-105.547018369448,40.264732442218,1
"557",557,-105.54584235571,40.264737995488,1
"558",558,-105.544666341645,40.2647435368074,0
"559",559,-105.543490327255,40.2647490661761,2
"560",560,-105.542314312539,40.2647545835942,0
"561",561,-105.541138297499,40.2647600890617,0
"562",562,-105.539962282135,40.2647655825785,0
"563",563,-105.538786266448,40.2647710641446,0
"564",564,-105.537610250439,40.26477653376,0
"565",565,-105.536434234108,40.2647819914248,0
"566",566,-105.535258217456,40.2647874371388,0
"567",567,-105.534082200484,40.2647928709021,0
"568",568,-105.532906183193,40.2647982927148,0
"569",569,-105.531730165583,40.2648037025766,0
"570",570,-105.530554147654,40.2648091004878,0
"571",571,-105.529378129408,40.2648144864482,0
"572",572,-105.528202110846,40.2648198604578,0
"573",573,-105.527026091967,40.2648252225167,2
"574",574,-105.525850072774,40.2648305726248,0
"575",575,-105.524674053265,40.2648359107822,0
"576",576,-105.523498033443,40.2648412369887,0
"577",577,-105.522322013307,40.2648465512444,0
"578",578,-105.521145992859,40.2648518535493,0
"579",579,-105.5199699721,40.2648571439034,0
"580",580,-105.518793951029,40.2648624223066,0
"581",581,-105.517617929648,40.264867688759,0
"582",582,-105.516441907957,40.2648729432606,0
"583",583,-105.515265885957,40.2648781858113,0
"584",584,-105.514089863649,40.2648834164111,0
"585",585,-105.512913841033,40.2648886350601,0
"586",586,-105.511737818111,40.2648938417581,0
"587",587,-105.510561794882,40.2648990365053,0
"588",588,-105.509385771348,40.2649042193016,0
"589",589,-105.508209747509,40.2649093901469,0
"590",590,-105.507033723366,40.2649145490414,0
"591",591,-105.50585769892,40.2649196959849,0
"592",592,-105.504681674171,40.2649248309774,0
"593",593,-105.50350564912,40.264929954019,0
"594",594,-105.502329623768,40.2649350651096,0
"595",595,-105.501153598115,40.2649401642493,0
"596",596,-105.499977572163,40.264945251438,0
"597",597,-105.498801545912,40.2649503266757,0
"598",598,-105.497625519362,40.2649553899625,0
"599",599,-105.496449492514,40.2649604412982,0
"600",600,-105.495273465369,40.2649654806829,0
"601",601,-105.494097437928,40.2649705081165,0
"602",602,-105.492921410192,40.2649755235992,0
"603",603,-105.49174538216,40.2649805271308,0
"604",604,-105.490569353835,40.2649855187114,0
"605",605,-105.489393325215,40.2649904983409,0
"606",606,-105.488217296304,40.2649954660193,0
"607",607,-105.487041267099,40.2650004217467,0
"608",608,-105.485865237604,40.265005365523,0
"609",609,-105.484689207818,40.2650102973482,0
