"","from_id","to_id","travel_time_p50"
"6086","27167","2",14
"6087","27167","3",16
"6088","27168","1",18
"6089","27168","2",14
"6090","27168","3",16
"6091","27169","1",18
"6092","27169","2",14
"6093","27169","3",16
"6094","27170","1",19
"6095","27170","2",14
"6096","27170","3",16
"6097","27171","1",20
"6098","27171","2",13
"6099","27171","3",15
"6100","27174","1",21
"6101","27174","2",13
"6102","27174","3",16
"6103","27235","1",34
"6104","27235","2",18
"6105","27235","3",22
"6106","27262","1",39
"6107","27262","2",23
"6108","27262","3",25
"6109","27347","1",23
"6110","27347","2",23
"6111","27347","3",24
"6112","27365","1",20
"6113","27365","2",19
"6114","27365","3",19
"6115","27367","1",20
"6116","27367","2",20
"6117","27367","3",21
"6118","27368","1",21
"6119","27368","2",20
"6120","27368","3",21
"6121","27369","1",20
"6122","27369","2",20
"6123","27369","3",20
"6124","27370","1",20
"6125","27370","2",20
"6126","27370","3",21
"6127","27371","1",21
"6128","27371","2",21
"6129","27371","3",21
"6130","27372","1",19
"6131","27372","2",19
"6132","27372","3",20
"6133","27373","1",20
"6134","27373","2",20
"6135","27373","3",20
"6136","27374","1",20
"6137","27374","2",20
"6138","27374","3",20
"6139","27375","1",19
"6140","27375","2",19
"6141","27375","3",19
"6142","27376","1",20
"6143","27376","2",19
"6144","27376","3",20
"6145","27378","1",20
"6146","27378","2",20
"6147","27378","3",21
"6148","27379","1",21
"6149","27379","2",21
"6150","27379","3",21
"6151","27381","1",20
"6152","27381","2",17
"6153","27381","3",18
"6154","27386","1",20
"6155","27386","2",17
"6156","27386","3",17
"6157","27387","1",20
"6158","27387","2",16
"6159","27387","3",17
"6160","27391","1",21
"6161","27391","2",16
"6162","27391","3",17
"6163","27392","1",23
"6164","27392","2",18
"6165","27392","3",19
"6166","27403","1",22
"6167","27403","2",17
"6168","27403","3",19
"6169","27406","1",20
"6170","27406","2",15
"6171","27406","3",17
"6172","27407","1",19
"6173","27407","2",15
"6174","27407","3",17
"6175","27408","1",18
"6176","27408","2",15
"6177","27408","3",17
"6178","27409","1",18
"6179","27409","2",15
"6180","27409","3",17
"6181","27410","1",17
"6182","27410","2",15
"6183","27410","3",17
"6184","27411","1",18
"6185","27411","2",15
"6186","27411","3",17
"6187","27412","1",16
"6188","27412","2",14
"6189","27412","3",16
"6190","27413","1",16
"6191","27413","2",13
"6192","27413","3",15
"6193","27414","1",17
"6194","27414","2",13
"6195","27414","3",15
"6196","27415","1",17
"6197","27415","2",13
"6198","27415","3",15
"6199","27416","1",18
"6200","27416","2",14
"6201","27416","3",16
"6202","27417","1",18
"6203","27417","2",14
"6204","27417","3",16
"6205","27418","1",18
"6206","27418","2",13
"6207","27418","3",15
"6208","27419","1",18
"6209","27419","2",13
"6210","27419","3",15
"6211","27422","1",19
"6212","27422","2",11
"6213","27422","3",13
"6214","27423","1",20
"6215","27423","2",13
"6216","27423","3",15
"6217","27424","1",21
"6218","27424","2",14
"6219","27424","3",16
"6220","27614","1",20
"6221","27614","2",20
"6222","27614","3",21
"6223","27615","1",21
"6224","27615","2",20
"6225","27615","3",21
"6226","27616","1",21
"6227","27616","2",20
"6228","27616","3",21
"6229","27617","1",20
"6230","27617","2",20
"6231","27617","3",20
"6232","27618","1",20
"6233","27618","2",20
"6234","27618","3",20
"6235","27619","1",21
"6236","27619","2",20
"6237","27619","3",21
"6238","27620","1",20
"6239","27620","2",19
"6240","27620","3",20
"6241","27621","1",20
"6242","27621","2",20
"6243","27621","3",21
"6244","27622","1",20
"6245","27622","2",20
"6246","27622","3",21
"6247","27623","1",20
"6248","27623","2",19
"6249","27623","3",20
"6250","27624","1",20
"6251","27624","2",20
"6252","27624","3",20
"6253","27625","1",20
"6254","27625","2",20
"6255","27625","3",20
"6256","27626","1",21
"6257","27626","2",20
"6258","27626","3",21
"6259","27627","1",20
"6260","27627","2",20
"6261","27627","3",21
"6262","27628","1",21
"6263","27628","2",20
"6264","27628","3",21
"6265","27631","1",21
"6266","27631","2",19
"6267","27631","3",20
"6268","27632","1",21
"6269","27632","2",18
"6270","27632","3",19
"6271","27634","1",20
"6272","27634","2",17
"6273","27634","3",18
"6274","27635","1",20
"6275","27635","2",16
"6276","27635","3",17
"6277","27639","1",21
"6278","27639","2",16
"6279","27639","3",17
"6280","27644","1",24
"6281","27644","2",18
"6282","27644","3",19
"6283","27651","1",21
"6284","27651","2",16
"6285","27651","3",18
"6286","27653","1",20
"6287","27653","2",15
"6288","27653","3",17
"6289","27654","1",19
"6290","27654","2",15
"6291","27654","3",17
"6292","27655","1",19
"6293","27655","2",15
"6294","27655","3",17
"6295","27656","1",19
"6296","27656","2",14
"6297","27656","3",16
"6298","27657","1",18
"6299","27657","2",15
"6300","27657","3",17
"6301","27658","1",18
"6302","27658","2",15
"6303","27658","3",17
"6304","27659","1",19
"6305","27659","2",16
"6306","27659","3",18
"6307","27660","1",17
"6308","27660","2",15
"6309","27660","3",17
"6310","27661","1",17
"6311","27661","2",13
"6312","27661","3",15
"6313","27662","1",17
"6314","27662","2",13
"6315","27662","3",15
"6316","27663","1",17
"6317","27663","2",14
"6318","27663","3",16
"6319","27664","1",18
"6320","27664","2",14
"6321","27664","3",16
"6322","27668","1",19
"6323","27668","2",13
"6324","27668","3",15
"6325","27670","1",19
"6326","27670","2",12
"6327","27670","3",14
"6328","27671","1",19
"6329","27671","2",12
"6330","27671","3",14
"6331","27672","1",21
"6332","27672","2",13
"6333","27672","3",15
"6334","27845","1",24
"6335","27845","2",23
"6336","27845","3",24
"6337","27849","1",23
"6338","27849","2",23
"6339","27849","3",23
"6340","27861","1",21
"6341","27861","2",20
"6342","27861","3",21
"6343","27862","1",21
"6344","27862","2",20
"6345","27862","3",21
"6346","27863","1",21
"6347","27863","2",20
"6348","27863","3",21
"6349","27864","1",21
"6350","27864","2",20
"6351","27864","3",21
"6352","27865","1",21
"6353","27865","2",20
"6354","27865","3",21
"6355","27866","1",21
"6356","27866","2",21
"6357","27866","3",21
"6358","27867","1",20
"6359","27867","2",20
"6360","27867","3",21
"6361","27868","1",21
"6362","27868","2",20
"6363","27868","3",21
"6364","27869","1",20
"6365","27869","2",20
"6366","27869","3",20
"6367","27870","1",20
"6368","27870","2",19
"6369","27870","3",20
"6370","27872","1",20
"6371","27872","2",20
"6372","27872","3",21
"6373","27873","1",20
"6374","27873","2",20
"6375","27873","3",21
"6376","27874","1",20
"6377","27874","2",20
"6378","27874","3",21
"6379","27875","1",22
"6380","27875","2",20
"6381","27875","3",21
"6382","27877","1",21
"6383","27877","2",21
"6384","27877","3",22
"6385","27879","1",20
"6386","27879","2",18
"6387","27879","3",18
"6388","27880","1",21
"6389","27880","2",19
"6390","27880","3",19
"6391","27884","1",20
"6392","27884","2",17
"6393","27884","3",17
"6394","27885","1",20
"6395","27885","2",17
"6396","27885","3",18
"6397","27889","1",22
"6398","27889","2",16
"6399","27889","3",17
"6400","27890","1",21
"6401","27890","2",16
"6402","27890","3",16
"6403","27891","1",22
"6404","27891","2",16
"6405","27891","3",17
"6406","27892","1",22
"6407","27892","2",16
"6408","27892","3",16
"6409","27893","1",22
"6410","27893","2",16
"6411","27893","3",17
"6412","27894","1",23
"6413","27894","2",17
"6414","27894","3",18
"6415","27895","1",23
"6416","27895","2",17
"6417","27895","3",18
"6418","27901","1",20
"6419","27901","2",16
"6420","27901","3",18
"6421","27902","1",20
"6422","27902","2",15
"6423","27902","3",17
"6424","27903","1",20
"6425","27903","2",15
"6426","27903","3",17
"6427","27904","1",19
"6428","27904","2",15
"6429","27904","3",17
"6430","27905","1",18
"6431","27905","2",14
"6432","27905","3",16
"6433","27906","1",18
"6434","27906","2",14
"6435","27906","3",16
"6436","27907","1",18
"6437","27907","2",14
"6438","27907","3",16
"6439","27908","1",19
"6440","27908","2",16
"6441","27908","3",18
"6442","27909","1",17
"6443","27909","2",14
"6444","27909","3",16
"6445","27910","1",17
"6446","27910","2",14
"6447","27910","3",16
"6448","27911","1",16
"6449","27911","2",13
"6450","27911","3",15
"6451","27912","1",18
"6452","27912","2",14
"6453","27912","3",16
"6454","27913","1",18
"6455","27913","2",14
"6456","27913","3",16
"6457","27914","1",17
"6458","27914","2",13
"6459","27914","3",15
"6460","27915","1",18
"6461","27915","2",13
"6462","27915","3",15
"6463","27916","1",18
"6464","27916","2",14
"6465","27916","3",16
"6466","27917","1",19
"6467","27917","2",13
"6468","27917","3",15
"6469","27918","1",20
"6470","27918","2",14
"6471","27918","3",16
"6472","27920","1",19
"6473","27920","2",12
"6474","27920","3",14
"6475","27921","1",20
"6476","27921","2",13
"6477","27921","3",15
"6478","27922","1",22
"6479","27922","2",14
"6480","27922","3",16
"6481","28092","1",25
"6482","28092","2",24
"6483","28092","3",25
"6484","28098","1",24
"6485","28098","2",24
"6486","28098","3",24
"6487","28101","1",22
"6488","28101","2",22
"6489","28101","3",23
"6490","28108","1",21
"6491","28108","2",21
"6492","28108","3",21
"6493","28109","1",21
"6494","28109","2",21
"6495","28109","3",22
"6496","28110","1",21
"6497","28110","2",20
"6498","28110","3",21
"6499","28111","1",21
"6500","28111","2",21
"6501","28111","3",21
"6502","28112","1",21
"6503","28112","2",21
"6504","28112","3",21
"6505","28113","1",20
"6506","28113","2",20
"6507","28113","3",21
"6508","28114","1",21
"6509","28114","2",21
"6510","28114","3",22
"6511","28115","1",21
"6512","28115","2",20
"6513","28115","3",21
"6514","28116","1",20
"6515","28116","2",20
"6516","28116","3",21
"6517","28117","1",21
"6518","28117","2",20
"6519","28117","3",21
"6520","28118","1",20
"6521","28118","2",20
"6522","28118","3",20
"6523","28119","1",22
"6524","28119","2",21
"6525","28119","3",22
"6526","28120","1",21
"6527","28120","2",21
"6528","28120","3",21
"6529","28121","1",21
"6530","28121","2",21
"6531","28121","3",21
"6532","28122","1",21
"6533","28122","2",20
"6534","28122","3",21
"6535","28123","1",21
"6536","28123","2",20
"6537","28123","3",20
"6538","28124","1",22
"6539","28124","2",20
"6540","28124","3",21
"6541","28125","1",22
"6542","28125","2",20
"6543","28125","3",20
"6544","28127","1",20
"6545","28127","2",18
"6546","28127","3",19
"6547","28128","1",21
"6548","28128","2",19
"6549","28128","3",19
"6550","28129","1",21
"6551","28129","2",19
"6552","28129","3",20
"6553","28130","1",22
"6554","28130","2",19
"6555","28130","3",20
"6556","28132","1",21
"6557","28132","2",18
"6558","28132","3",19
"6559","28138","1",22
"6560","28138","2",17
"6561","28138","3",17
"6562","28139","1",21
"6563","28139","2",15
"6564","28139","3",16
"6565","28140","1",22
"6566","28140","2",16
"6567","28140","3",16
"6568","28141","1",21
"6569","28141","2",15
"6570","28141","3",16
"6571","28142","1",22
"6572","28142","2",16
"6573","28142","3",16
"6574","28143","1",22
"6575","28143","2",16
"6576","28143","3",17
"6577","28147","1",20
"6578","28147","2",16
"6579","28147","3",18
"6580","28148","1",20
"6581","28148","2",15
"6582","28148","3",17
"6583","28149","1",20
"6584","28149","2",15
"6585","28149","3",18
"6586","28150","1",21
"6587","28150","2",16
"6588","28150","3",18
"6589","28151","1",21
"6590","28151","2",16
"6591","28151","3",18
"6592","28152","1",19
"6593","28152","2",14
"6594","28152","3",16
"6595","28153","1",19
"6596","28153","2",14
"6597","28153","3",16
"6598","28154","1",18
"6599","28154","2",14
"6600","28154","3",16
"6601","28155","1",19
"6602","28155","2",14
"6603","28155","3",16
"6604","28156","1",18
"6605","28156","2",14
"6606","28156","3",16
"6607","28157","1",18
"6608","28157","2",14
"6609","28157","3",16
"6610","28158","1",17
"6611","28158","2",13
"6612","28158","3",15
"6613","28159","1",17
"6614","28159","2",13
"6615","28159","3",15
"6616","28160","1",17
"6617","28160","2",13
"6618","28160","3",15
"6619","28161","1",18
"6620","28161","2",14
"6621","28161","3",16
"6622","28162","1",18
"6623","28162","2",14
"6624","28162","3",16
"6625","28164","1",19
"6626","28164","2",13
"6627","28164","3",15
"6628","28183","1",24
"6629","28183","2",13
"6630","28183","3",16
"6631","28185","1",23
"6632","28185","2",12
"6633","28185","3",15
"6634","28356","1",22
"6635","28356","2",22
"6636","28356","3",23
"6637","28357","1",23
"6638","28357","2",22
"6639","28357","3",23
"6640","28358","1",22
"6641","28358","2",22
"6642","28358","3",22
"6643","28359","1",22
"6644","28359","2",21
"6645","28359","3",22
"6646","28360","1",21
"6647","28360","2",21
"6648","28360","3",22
"6649","28361","1",21
"6650","28361","2",21
"6651","28361","3",21
"6652","28362","1",21
"6653","28362","2",20
"6654","28362","3",21
"6655","28363","1",21
"6656","28363","2",21
"6657","28363","3",21
"6658","28364","1",22
"6659","28364","2",21
"6660","28364","3",22
"6661","28365","1",22
"6662","28365","2",21
"6663","28365","3",22
"6664","28366","1",21
"6665","28366","2",20
"6666","28366","3",21
"6667","28367","1",21
"6668","28367","2",21
"6669","28367","3",21
"6670","28368","1",22
"6671","28368","2",21
"6672","28368","3",22
"6673","28369","1",22
"6674","28369","2",22
"6675","28369","3",22
"6676","28370","1",22
"6677","28370","2",22
"6678","28370","3",22
"6679","28371","1",22
"6680","28371","2",21
"6681","28371","3",22
"6682","28372","1",21
"6683","28372","2",20
"6684","28372","3",21
"6685","28373","1",22
"6686","28373","2",20
"6687","28373","3",20
"6688","28374","1",22
"6689","28374","2",19
"6690","28374","3",20
"6691","28376","1",21
"6692","28376","2",19
"6693","28376","3",19
"6694","28377","1",20
"6695","28377","2",18
"6696","28377","3",19
"6697","28379","1",21
"6698","28379","2",19
"6699","28379","3",20
"6700","28380","1",22
"6701","28380","2",20
"6702","28380","3",20
"6703","28381","1",23
"6704","28381","2",17
"6705","28381","3",17
"6706","28387","1",21
"6707","28387","2",15
"6708","28387","3",16
"6709","28388","1",22
"6710","28388","2",16
"6711","28388","3",17
"6712","28389","1",21
"6713","28389","2",16
"6714","28389","3",16
"6715","28390","1",21
"6716","28390","2",15
"6717","28390","3",16
"6718","28392","1",22
"6719","28392","2",16
"6720","28392","3",17
"6721","28397","1",19
"6722","28397","2",15
"6723","28397","3",17
"6724","28399","1",20
"6725","28399","2",15
"6726","28399","3",17
"6727","28400","1",19
"6728","28400","2",14
"6729","28400","3",16
"6730","28401","1",19
"6731","28401","2",14
"6732","28401","3",16
"6733","28402","1",19
"6734","28402","2",14
"6735","28402","3",16
"6736","28403","1",18
"6737","28403","2",14
"6738","28403","3",16
"6739","28404","1",18
"6740","28404","2",14
"6741","28404","3",16
"6742","28405","1",19
"6743","28405","2",15
"6744","28405","3",17
"6745","28406","1",18
"6746","28406","2",14
"6747","28406","3",16
"6748","28407","1",17
"6749","28407","2",13
"6750","28407","3",15
"6751","28408","1",18
"6752","28408","2",14
"6753","28408","3",16
"6754","28409","1",18
"6755","28409","2",14
"6756","28409","3",16
"6757","28410","1",18
"6758","28410","2",14
"6759","28410","3",16
"6760","28411","1",19
"6761","28411","2",15
"6762","28411","3",17
"6763","28412","1",18
"6764","28412","2",12
"6765","28412","3",14
"6766","28413","1",18
"6767","28413","2",12
"6768","28413","3",14
"6769","28416","1",19
"6770","28416","2",12
"6771","28416","3",14
"6772","28433","1",23
"6773","28433","2",12
"6774","28433","3",16
"6775","28442","1",24
"6776","28442","2",13
"6777","28442","3",16
"6778","28604","1",21
"6779","28604","2",21
"6780","28604","3",22
"6781","28605","1",22
"6782","28605","2",21
"6783","28605","3",22
"6784","28606","1",22
"6785","28606","2",21
"6786","28606","3",22
"6787","28607","1",22
"6788","28607","2",21
"6789","28607","3",22
"6790","28608","1",22
"6791","28608","2",22
"6792","28608","3",23
"6793","28609","1",22
"6794","28609","2",21
"6795","28609","3",22
"6796","28610","1",22
"6797","28610","2",21
"6798","28610","3",22
"6799","28613","1",22
"6800","28613","2",22
"6801","28613","3",23
"6802","28615","1",21
"6803","28615","2",21
"6804","28615","3",21
"6805","28616","1",22
"6806","28616","2",21
"6807","28616","3",22
"6808","28620","1",22
"6809","28620","2",21
"6810","28620","3",22
"6811","28621","1",22
"6812","28621","2",20
"6813","28621","3",21
"6814","28622","1",21
"6815","28622","2",19
"6816","28622","3",20
"6817","28624","1",21
"6818","28624","2",19
"6819","28624","3",20
"6820","28625","1",20
"6821","28625","2",18
"6822","28625","3",19
"6823","28628","1",22
"6824","28628","2",19
"6825","28628","3",20
"6826","28636","1",20
"6827","28636","2",15
"6828","28636","3",16
"6829","28637","1",22
"6830","28637","2",16
"6831","28637","3",17
"6832","28638","1",22
"6833","28638","2",17
"6834","28638","3",17
"6835","28643","1",20
"6836","28643","2",15
"6837","28643","3",17
"6838","28644","1",20
"6839","28644","2",15
"6840","28644","3",17
"6841","28645","1",20
"6842","28645","2",16
"6843","28645","3",18
"6844","28646","1",20
"6845","28646","2",16
"6846","28646","3",18
"6847","28647","1",20
"6848","28647","2",15
"6849","28647","3",17
"6850","28648","1",19
"6851","28648","2",15
"6852","28648","3",17
"6853","28649","1",19
"6854","28649","2",14
"6855","28649","3",16
"6856","28650","1",19
"6857","28650","2",14
"6858","28650","3",16
"6859","28651","1",19
"6860","28651","2",14
"6861","28651","3",16
"6862","28652","1",18
"6863","28652","2",13
"6864","28652","3",16
"6865","28653","1",18
"6866","28653","2",14
"6867","28653","3",16
"6868","28654","1",17
"6869","28654","2",13
"6870","28654","3",15
"6871","28655","1",17
"6872","28655","2",13
"6873","28655","3",16
"6874","28658","1",18
"6875","28658","2",14
"6876","28658","3",16
"6877","28659","1",18
"6878","28659","2",13
"6879","28659","3",15
"6880","28660","1",18
"6881","28660","2",13
"6882","28660","3",15
"6883","28661","1",19
"6884","28661","2",12
"6885","28661","3",14
"6886","28662","1",19
"6887","28662","2",12
"6888","28662","3",14
"6889","28663","1",19
"6890","28663","2",13
"6891","28663","3",15
"6892","28665","1",19
"6893","28665","2",13
"6894","28665","3",15
"6895","28668","1",20
"6896","28668","2",11
"6897","28668","3",13
"6898","28676","1",23
"6899","28676","2",14
"6900","28676","3",14
"6901","28689","1",23
"6902","28689","2",12
"6903","28689","3",15
"6904","28690","1",23
"6905","28690","2",12
"6906","28690","3",15
"6907","28848","1",24
"6908","28848","2",24
"6909","28848","3",24
"6910","28854","1",23
"6911","28854","2",22
"6912","28854","3",23
"6913","28855","1",24
"6914","28855","2",23
"6915","28855","3",24
"6916","28856","1",23
"6917","28856","2",23
"6918","28856","3",24
"6919","28858","1",22
"6920","28858","2",22
"6921","28858","3",22
"6922","28859","1",22
"6923","28859","2",21
"6924","28859","3",22
"6925","28860","1",22
"6926","28860","2",21
"6927","28860","3",22
"6928","28861","1",22
"6929","28861","2",21
"6930","28861","3",22
"6931","28864","1",21
"6932","28864","2",21
"6933","28864","3",22
"6934","28870","1",23
"6935","28870","2",21
"6936","28870","3",21
"6937","28871","1",22
"6938","28871","2",20
"6939","28871","3",21
"6940","28872","1",21
"6941","28872","2",19
"6942","28872","3",20
"6943","28875","1",21
"6944","28875","2",19
"6945","28875","3",20
"6946","28877","1",22
"6947","28877","2",19
"6948","28877","3",20
"6949","28888","1",22
"6950","28888","2",16
"6951","28888","3",17
"6952","28889","1",21
"6953","28889","2",15
"6954","28889","3",16
"6955","28890","1",21
"6956","28890","2",15
"6957","28890","3",15
"6958","28891","1",20
"6959","28891","2",14
"6960","28891","3",15
"6961","28892","1",20
"6962","28892","2",15
"6963","28892","3",16
"6964","28893","1",20
"6965","28893","2",16
"6966","28893","3",17
"6967","28894","1",21
"6968","28894","2",17
"6969","28894","3",18
"6970","28895","1",21
"6971","28895","2",16
"6972","28895","3",18
"6973","28896","1",20
"6974","28896","2",15
"6975","28896","3",17
"6976","28897","1",20
"6977","28897","2",15
"6978","28897","3",17
"6979","28898","1",19
"6980","28898","2",14
"6981","28898","3",16
"6982","28899","1",19
"6983","28899","2",14
"6984","28899","3",16
"6985","28900","1",18
"6986","28900","2",14
"6987","28900","3",16
"6988","28901","1",18
"6989","28901","2",13
"6990","28901","3",16
"6991","28902","1",18
"6992","28902","2",13
"6993","28902","3",15
"6994","28903","1",18
"6995","28903","2",13
"6996","28903","3",15
"6997","28904","1",17
"6998","28904","2",13
"6999","28904","3",15
"7000","28906","1",18
"7001","28906","2",13
"7002","28906","3",15
"7003","28907","1",18
"7004","28907","2",13
"7005","28907","3",15
"7006","28909","1",20
"7007","28909","2",14
"7008","28909","3",16
"7009","28910","1",20
"7010","28910","2",12
"7011","28910","3",14
"7012","28912","1",20
"7013","28912","2",13
"7014","28912","3",15
"7015","28913","1",20
"7016","28913","2",14
"7017","28913","3",16
"7018","28918","1",21
"7019","28918","2",11
"7020","28918","3",14
"7021","28920","1",21
"7022","28920","2",11
"7023","28920","3",13
"7024","28923","1",22
"7025","28923","2",13
"7026","28923","3",13
"7027","28924","1",22
"7028","28924","2",12
"7029","28924","3",13
"7030","28925","1",22
"7031","28925","2",13
"7032","28925","3",13
"7033","28926","1",23
"7034","28926","2",14
"7035","28926","3",14
"7036","29060","1",31
"7037","29060","2",30
"7038","29060","3",31
"7039","29068","1",27
"7040","29068","2",26
"7041","29068","3",27
"7042","29097","1",24
"7043","29097","2",24
"7044","29097","3",24
"7045","29106","1",23
"7046","29106","2",22
"7047","29106","3",23
"7048","29107","1",22
"7049","29107","2",22
"7050","29107","3",22
"7051","29108","1",23
"7052","29108","2",22
"7053","29108","3",23
"7054","29110","1",22
"7055","29110","2",22
"7056","29110","3",23
"7057","29111","1",23
"7058","29111","2",22
"7059","29111","3",23
"7060","29112","1",22
"7061","29112","2",21
"7062","29112","3",22
"7063","29113","1",23
"7064","29113","2",23
"7065","29113","3",23
"7066","29119","1",22
"7067","29119","2",20
"7068","29119","3",21
"7069","29120","1",21
"7070","29120","2",19
"7071","29120","3",20
"7072","29122","1",22
"7073","29122","2",20
"7074","29122","3",20
"7075","29129","1",22
"7076","29129","2",16
"7077","29129","3",17
"7078","29130","1",22
"7079","29130","2",16
"7080","29130","3",16
"7081","29131","1",23
"7082","29131","2",16
"7083","29131","3",17
"7084","29135","1",23
"7085","29135","2",17
"7086","29135","3",17
"7087","29136","1",22
"7088","29136","2",16
"7089","29136","3",17
"7090","29137","1",21
"7091","29137","2",15
"7092","29137","3",15
"7093","29138","1",21
"7094","29138","2",15
"7095","29138","3",15
"7096","29139","1",21
"7097","29139","2",15
"7098","29139","3",15
"7099","29140","1",21
"7100","29140","2",15
"7101","29140","3",16
"7102","29141","1",21
"7103","29141","2",15
"7104","29141","3",15
"7105","29143","1",22
"7106","29143","2",16
"7107","29143","3",18
"7108","29144","1",21
"7109","29144","2",15
"7110","29144","3",17
"7111","29145","1",20
"7112","29145","2",14
"7113","29145","3",16
"7114","29146","1",20
"7115","29146","2",15
"7116","29146","3",17
"7117","29147","1",19
"7118","29147","2",14
"7119","29147","3",16
"7120","29148","1",18
"7121","29148","2",14
"7122","29148","3",16
"7123","29149","1",18
"7124","29149","2",14
"7125","29149","3",16
"7126","29150","1",17
"7127","29150","2",13
"7128","29150","3",15
"7129","29151","1",17
"7130","29151","2",13
"7131","29151","3",15
"7132","29152","1",17
"7133","29152","2",13
"7134","29152","3",15
"7135","29153","1",17
"7136","29153","2",12
"7137","29153","3",14
"7138","29154","1",19
"7139","29154","2",13
"7140","29154","3",15
"7141","29156","1",18
"7142","29156","2",12
"7143","29156","3",14
"7144","29157","1",19
"7145","29157","2",13
"7146","29157","3",15
"7147","29167","1",21
"7148","29167","2",11
"7149","29167","3",12
"7150","29168","1",20
"7151","29168","2",10
"7152","29168","3",12
"7153","29170","1",22
"7154","29170","2",12
"7155","29170","3",12
"7156","29171","1",21
"7157","29171","2",12
"7158","29171","3",12
"7159","29174","1",22
"7160","29174","2",13
"7161","29174","3",12
"7162","29348","1",23
"7163","29348","2",22
"7164","29348","3",23
"7165","29349","1",23
"7166","29349","2",22
"7167","29349","3",23
"7168","29350","1",24
"7169","29350","2",23
"7170","29350","3",24
"7171","29360","1",23
"7172","29360","2",23
"7173","29360","3",24
"7174","29362","1",23
"7175","29362","2",23
"7176","29362","3",24
"7177","29363","1",23
"7178","29363","2",23
"7179","29363","3",24
"7180","29370","1",22
"7181","29370","2",19
"7182","29370","3",20
"7183","29371","1",21
"7184","29371","2",19
"7185","29371","3",20
"7186","29372","1",21
"7187","29372","2",19
"7188","29372","3",19
"7189","29384","1",22
"7190","29384","2",16
"7191","29384","3",17
"7192","29385","1",22
"7193","29385","2",16
"7194","29385","3",16
"7195","29386","1",22
"7196","29386","2",16
"7197","29386","3",16
"7198","29387","1",21
"7199","29387","2",15
"7200","29387","3",16
"7201","29388","1",21
"7202","29388","2",15
"7203","29388","3",15
"7204","29389","1",20
"7205","29389","2",14
"7206","29389","3",15
"7207","29390","1",21
"7208","29390","2",15
"7209","29390","3",16
"7210","29391","1",22
"7211","29391","2",16
"7212","29391","3",16
"7213","29392","1",22
"7214","29392","2",16
"7215","29392","3",18
"7216","29393","1",21
"7217","29393","2",15
"7218","29393","3",17
"7219","29394","1",21
"7220","29394","2",15
"7221","29394","3",17
"7222","29395","1",20
"7223","29395","2",14
"7224","29395","3",16
"7225","29396","1",19
"7226","29396","2",14
"7227","29396","3",16
"7228","29397","1",19
"7229","29397","2",13
"7230","29397","3",15
"7231","29398","1",20
"7232","29398","2",14
"7233","29398","3",16
"7234","29399","1",18
"7235","29399","2",12
"7236","29399","3",14
"7237","29400","1",18
"7238","29400","2",13
"7239","29400","3",15
"7240","29401","1",17
"7241","29401","2",13
"7242","29401","3",15
"7243","29402","1",18
"7244","29402","2",12
"7245","29402","3",14
"7246","29403","1",18
"7247","29403","2",12
"7248","29403","3",14
"7249","29405","1",19
"7250","29405","2",13
"7251","29405","3",15
"7252","29409","1",19
"7253","29409","2",11
"7254","29409","3",14
"7255","29416","1",19
"7256","29416","2",10
"7257","29416","3",12
"7258","29418","1",20
"7259","29418","2",11
"7260","29418","3",12
"7261","29419","1",21
"7262","29419","2",12
"7263","29419","3",12
"7264","29420","1",21
"7265","29420","2",12
"7266","29420","3",12
"7267","29421","1",20
"7268","29421","2",11
"7269","29421","3",11
"7270","29422","1",21
"7271","29422","2",11
"7272","29422","3",11
"7273","29423","1",21
"7274","29423","2",12
"7275","29423","3",11
"7276","29560","1",29
"7277","29560","2",28
"7278","29560","3",29
"7279","29618","1",22
"7280","29618","2",19
"7281","29618","3",20
"7282","29620","1",22
"7283","29620","2",20
"7284","29620","3",20
"7285","29625","1",25
"7286","29625","2",19
"7287","29625","3",20
"7288","29630","1",22
"7289","29630","2",16
"7290","29630","3",16
"7291","29633","1",23
"7292","29633","2",17
"7293","29633","3",18
"7294","29634","1",22
"7295","29634","2",16
"7296","29634","3",17
"7297","29635","1",22
"7298","29635","2",16
"7299","29635","3",17
"7300","29636","1",22
"7301","29636","2",16
"7302","29636","3",16
"7303","29637","1",21
"7304","29637","2",15
"7305","29637","3",15
"7306","29638","1",20
"7307","29638","2",14
"7308","29638","3",15
"7309","29640","1",22
"7310","29640","2",16
"7311","29640","3",18
"7312","29641","1",22
"7313","29641","2",16
"7314","29641","3",18
"7315","29642","1",20
"7316","29642","2",14
"7317","29642","3",17
"7318","29643","1",21
"7319","29643","2",15
"7320","29643","3",17
"7321","29644","1",20
"7322","29644","2",15
"7323","29644","3",17
"7324","29645","1",20
"7325","29645","2",14
"7326","29645","3",16
"7327","29646","1",19
"7328","29646","2",13
"7329","29646","3",15
"7330","29647","1",18
"7331","29647","2",13
"7332","29647","3",15
"7333","29648","1",18
"7334","29648","2",13
"7335","29648","3",15
"7336","29649","1",17
"7337","29649","2",13
"7338","29649","3",15
"7339","29650","1",18
"7340","29650","2",12
"7341","29650","3",14
"7342","29651","1",18
"7343","29651","2",12
"7344","29651","3",14
"7345","29652","1",18
"7346","29652","2",12
"7347","29652","3",14
"7348","29653","1",19
"7349","29653","2",12
"7350","29653","3",14
"7351","29665","1",21
"7352","29665","2",11
"7353","29665","3",12
"7354","29666","1",20
"7355","29666","2",11
"7356","29666","3",12
