"","from_id","to_id","travel_time_p50"
"2786","20428","2",23
"2787","20428","3",24
"2788","20453","1",16
"2789","20453","2",21
"2790","20453","3",22
"2791","20454","1",15
"2792","20454","2",21
"2793","20454","3",22
"2794","20455","1",16
"2795","20455","2",21
"2796","20455","3",22
"2797","20464","1",15
"2798","20464","2",20
"2799","20464","3",22
"2800","20465","1",14
"2801","20465","2",19
"2802","20465","3",22
"2803","20466","1",14
"2804","20466","2",19
"2805","20466","3",21
"2806","20467","1",14
"2807","20467","2",19
"2808","20467","3",21
"2809","20468","1",14
"2810","20468","2",19
"2811","20468","3",22
"2812","20471","1",14
"2813","20471","2",18
"2814","20471","3",20
"2815","20474","1",14
"2816","20474","2",17
"2817","20474","3",19
"2818","20476","1",14
"2819","20476","2",16
"2820","20476","3",18
"2821","20477","1",15
"2822","20477","2",17
"2823","20477","3",19
"2824","20478","1",16
"2825","20478","2",18
"2826","20478","3",20
"2827","20479","1",16
"2828","20479","2",17
"2829","20479","3",19
"2830","20480","1",15
"2831","20480","2",16
"2832","20480","3",18
"2833","20481","1",16
"2834","20481","2",17
"2835","20481","3",19
"2836","20482","1",16
"2837","20482","2",17
"2838","20482","3",19
"2839","20483","1",16
"2840","20483","2",16
"2841","20483","3",18
"2842","20484","1",17
"2843","20484","2",16
"2844","20484","3",18
"2845","20486","1",19
"2846","20486","2",17
"2847","20486","3",19
"2848","20487","1",19
"2849","20487","2",17
"2850","20487","3",19
"2851","20518","1",35
"2852","20518","2",18
"2853","20518","3",27
"2854","20519","1",35
"2855","20519","2",18
"2856","20519","3",27
"2857","20522","1",34
"2858","20522","2",17
"2859","20522","3",26
"2860","20543","1",25
"2861","20543","2",5
"2862","20543","3",17
"2863","20661","1",29
"2864","20661","2",28
"2865","20661","3",29
"2866","20666","1",29
"2867","20666","2",28
"2868","20666","3",29
"2869","20671","1",23
"2870","20671","2",23
"2871","20671","3",23
"2872","20693","1",16
"2873","20693","2",22
"2874","20693","3",22
"2875","20696","1",16
"2876","20696","2",22
"2877","20696","3",23
"2878","20697","1",16
"2879","20697","2",22
"2880","20697","3",23
"2881","20698","1",16
"2882","20698","2",21
"2883","20698","3",22
"2884","20704","1",15
"2885","20704","2",21
"2886","20704","3",22
"2887","20705","1",14
"2888","20705","2",20
"2889","20705","3",22
"2890","20708","1",15
"2891","20708","2",20
"2892","20708","3",22
"2893","20709","1",15
"2894","20709","2",20
"2895","20709","3",22
"2896","20710","1",14
"2897","20710","2",19
"2898","20710","3",21
"2899","20711","1",14
"2900","20711","2",19
"2901","20711","3",21
"2902","20712","1",14
"2903","20712","2",19
"2904","20712","3",21
"2905","20716","1",15
"2906","20716","2",18
"2907","20716","3",20
"2908","20717","1",15
"2909","20717","2",18
"2910","20717","3",20
"2911","20718","1",15
"2912","20718","2",17
"2913","20718","3",19
"2914","20720","1",14
"2915","20720","2",16
"2916","20720","3",18
"2917","20721","1",15
"2918","20721","2",16
"2919","20721","3",19
"2920","20722","1",15
"2921","20722","2",16
"2922","20722","3",18
"2923","20723","1",14
"2924","20723","2",16
"2925","20723","3",18
"2926","20724","1",15
"2927","20724","2",17
"2928","20724","3",19
"2929","20725","1",15
"2930","20725","2",16
"2931","20725","3",18
"2932","20726","1",16
"2933","20726","2",17
"2934","20726","3",19
"2935","20727","1",16
"2936","20727","2",16
"2937","20727","3",18
"2938","20728","1",16
"2939","20728","2",15
"2940","20728","3",17
"2941","20731","1",19
"2942","20731","2",17
"2943","20731","3",19
"2944","20732","1",19
"2945","20732","2",18
"2946","20732","3",20
"2947","20759","1",33
"2948","20759","2",16
"2949","20759","3",25
"2950","20761","1",34
"2951","20761","2",17
"2952","20761","3",26
"2953","20764","1",35
"2954","20764","2",19
"2955","20764","3",28
"2956","20788","1",25
"2957","20788","2",6
"2958","20788","3",17
"2959","20911","1",28
"2960","20911","2",28
"2961","20911","3",28
"2962","20913","1",24
"2963","20913","2",23
"2964","20913","3",24
"2965","20940","1",16
"2966","20940","2",21
"2967","20940","3",22
"2968","20942","1",15
"2969","20942","2",21
"2970","20942","3",21
"2971","20943","1",15
"2972","20943","2",21
"2973","20943","3",22
"2974","20944","1",15
"2975","20944","2",21
"2976","20944","3",22
"2977","20945","1",15
"2978","20945","2",21
"2979","20945","3",22
"2980","20949","1",14
"2981","20949","2",20
"2982","20949","3",21
"2983","20951","1",15
"2984","20951","2",21
"2985","20951","3",23
"2986","20952","1",16
"2987","20952","2",21
"2988","20952","3",23
"2989","20953","1",16
"2990","20953","2",21
"2991","20953","3",23
"2992","20954","1",16
"2993","20954","2",22
"2994","20954","3",24
"2995","20957","1",15
"2996","20957","2",20
"2997","20957","3",22
"2998","20958","1",16
"2999","20958","2",20
"3000","20958","3",22
"3001","20960","1",18
"3002","20960","2",21
"3003","20960","3",23
"3004","20961","1",18
"3005","20961","2",22
"3006","20961","3",24
"3007","20962","1",19
"3008","20962","2",22
"3009","20962","3",25
"3010","20963","1",15
"3011","20963","2",17
"3012","20963","3",19
"3013","20965","1",14
"3014","20965","2",16
"3015","20965","3",18
"3016","20972","1",16
"3017","20972","2",16
"3018","20972","3",18
"3019","20973","1",17
"3020","20973","2",15
"3021","20973","3",17
"3022","20974","1",17
"3023","20974","2",15
"3024","20974","3",17
"3025","20975","1",18
"3026","20975","2",16
"3027","20975","3",18
"3028","20976","1",18
"3029","20976","2",17
"3030","20976","3",19
"3031","21007","1",36
"3032","21007","2",19
"3033","21007","3",28
"3034","21009","1",36
"3035","21009","2",20
"3036","21009","3",29
"3037","21010","1",36
"3038","21010","2",19
"3039","21010","3",28
"3040","21032","1",26
"3041","21032","2",7
"3042","21032","3",18
"3043","21185","1",17
"3044","21185","2",22
"3045","21185","3",23
"3046","21186","1",16
"3047","21186","2",22
"3048","21186","3",23
"3049","21187","1",16
"3050","21187","2",22
"3051","21187","3",22
"3052","21188","1",16
"3053","21188","2",21
"3054","21188","3",22
"3055","21190","1",15
"3056","21190","2",20
"3057","21190","3",21
"3058","21198","1",15
"3059","21198","2",20
"3060","21198","3",22
"3061","21200","1",15
"3062","21200","2",20
"3063","21200","3",22
"3064","21201","1",14
"3065","21201","2",19
"3066","21201","3",21
"3067","21202","1",15
"3068","21202","2",20
"3069","21202","3",22
"3070","21203","1",15
"3071","21203","2",19
"3072","21203","3",21
"3073","21204","1",16
"3074","21204","2",19
"3075","21204","3",21
"3076","21205","1",16
"3077","21205","2",20
"3078","21205","3",22
"3079","21206","1",17
"3080","21206","2",20
"3081","21206","3",22
"3082","21207","1",18
"3083","21207","2",21
"3084","21207","3",23
"3085","21209","1",15
"3086","21209","2",17
"3087","21209","3",19
"3088","21210","1",15
"3089","21210","2",16
"3090","21210","3",18
"3091","21212","1",15
"3092","21212","2",17
"3093","21212","3",19
"3094","21213","1",16
"3095","21213","2",17
"3096","21213","3",19
"3097","21214","1",16
"3098","21214","2",17
"3099","21214","3",19
"3100","21215","1",16
"3101","21215","2",17
"3102","21215","3",19
"3103","21216","1",16
"3104","21216","2",17
"3105","21216","3",19
"3106","21218","1",15
"3107","21218","2",16
"3108","21218","3",18
"3109","21219","1",17
"3110","21219","2",15
"3111","21219","3",17
"3112","21220","1",17
"3113","21220","2",15
"3114","21220","3",17
"3115","21221","1",17
"3116","21221","2",16
"3117","21221","3",18
"3118","21222","1",19
"3119","21222","2",17
"3120","21222","3",19
"3121","21252","1",36
"3122","21252","2",19
"3123","21252","3",28
"3124","21255","1",36
"3125","21255","2",20
"3126","21255","3",29
"3127","21276","1",26
"3128","21276","2",7
"3129","21276","3",18
"3130","21431","1",17
"3131","21431","2",23
"3132","21431","3",23
"3133","21432","1",15
"3134","21432","2",21
"3135","21432","3",21
"3136","21433","1",15
"3137","21433","2",20
"3138","21433","3",21
"3139","21434","1",16
"3140","21434","2",21
"3141","21434","3",21
"3142","21435","1",16
"3143","21435","2",22
"3144","21435","3",22
"3145","21436","1",16
"3146","21436","2",21
"3147","21436","3",23
"3148","21437","1",16
"3149","21437","2",21
"3150","21437","3",22
"3151","21440","1",16
"3152","21440","2",20
"3153","21440","3",22
"3154","21442","1",16
"3155","21442","2",21
"3156","21442","3",23
"3157","21443","1",15
"3158","21443","2",20
"3159","21443","3",22
"3160","21444","1",14
"3161","21444","2",20
"3162","21444","3",22
"3163","21445","1",15
"3164","21445","2",20
"3165","21445","3",22
"3166","21448","1",16
"3167","21448","2",19
"3168","21448","3",21
"3169","21449","1",16
"3170","21449","2",19
"3171","21449","3",21
"3172","21451","1",18
"3173","21451","2",21
"3174","21451","3",23
"3175","21452","1",19
"3176","21452","2",22
"3177","21452","3",24
"3178","21454","1",15
"3179","21454","2",17
"3180","21454","3",19
"3181","21455","1",14
"3182","21455","2",16
"3183","21455","3",18
"3184","21456","1",14
"3185","21456","2",15
"3186","21456","3",17
"3187","21457","1",15
"3188","21457","2",16
"3189","21457","3",18
"3190","21458","1",15
"3191","21458","2",16
"3192","21458","3",18
"3193","21459","1",15
"3194","21459","2",16
"3195","21459","3",18
"3196","21460","1",15
"3197","21460","2",16
"3198","21460","3",18
"3199","21461","1",15
"3200","21461","2",16
"3201","21461","3",18
"3202","21462","1",16
"3203","21462","2",16
"3204","21462","3",18
"3205","21464","1",16
"3206","21464","2",15
"3207","21464","3",17
"3208","21466","1",18
"3209","21466","2",16
"3210","21466","3",18
"3211","21467","1",18
"3212","21467","2",17
"3213","21467","3",19
"3214","21468","1",19
"3215","21468","2",17
"3216","21468","3",19
"3217","21494","1",33
"3218","21494","2",16
"3219","21494","3",25
"3220","21520","1",26
"3221","21520","2",7
"3222","21520","3",18
"3223","21527","1",27
"3224","21527","2",8
"3225","21527","3",20
"3226","21650","1",23
"3227","21650","2",22
"3228","21650","3",23
"3229","21653","1",21
"3230","21653","2",21
"3231","21653","3",21
"3232","21675","1",17
"3233","21675","2",21
"3234","21675","3",22
"3235","21676","1",17
"3236","21676","2",21
"3237","21676","3",22
"3238","21677","1",17
"3239","21677","2",21
"3240","21677","3",22
"3241","21678","1",16
"3242","21678","2",20
"3243","21678","3",21
"3244","21679","1",16
"3245","21679","2",20
"3246","21679","3",21
"3247","21681","1",17
"3248","21681","2",21
"3249","21681","3",22
"3250","21682","1",16
"3251","21682","2",21
"3252","21682","3",22
"3253","21683","1",16
"3254","21683","2",21
"3255","21683","3",22
"3256","21690","1",17
"3257","21690","2",20
"3258","21690","3",22
"3259","21693","1",17
"3260","21693","2",19
"3261","21693","3",22
"3262","21695","1",16
"3263","21695","2",20
"3264","21695","3",22
"3265","21697","1",19
"3266","21697","2",22
"3267","21697","3",24
"3268","21698","1",16
"3269","21698","2",18
"3270","21698","3",20
"3271","21700","1",14
"3272","21700","2",16
"3273","21700","3",18
"3274","21701","1",15
"3275","21701","2",16
"3276","21701","3",19
"3277","21702","1",14
"3278","21702","2",16
"3279","21702","3",18
"3280","21703","1",15
"3281","21703","2",15
"3282","21703","3",18
"3283","21704","1",15
"3284","21704","2",16
"3285","21704","3",18
"3286","21705","1",15
"3287","21705","2",16
"3288","21705","3",18
"3289","21706","1",16
"3290","21706","2",17
"3291","21706","3",19
"3292","21707","1",15
"3293","21707","2",16
"3294","21707","3",18
"3295","21708","1",16
"3296","21708","2",16
"3297","21708","3",18
"3298","21709","1",16
"3299","21709","2",16
"3300","21709","3",18
"3301","21711","1",17
"3302","21711","2",15
"3303","21711","3",17
"3304","21712","1",19
"3305","21712","2",17
"3306","21712","3",19
"3307","21713","1",18
"3308","21713","2",17
"3309","21713","3",19
"3310","21714","1",19
"3311","21714","2",17
"3312","21714","3",19
"3313","21763","1",25
"3314","21763","2",7
"3315","21763","3",17
"3316","21900","1",21
"3317","21900","2",20
"3318","21900","3",21
"3319","21901","1",22
"3320","21901","2",21
"3321","21901","3",22
"3322","21903","1",22
"3323","21903","2",22
"3324","21903","3",22
"3325","21920","1",18
"3326","21920","2",21
"3327","21920","3",22
"3328","21921","1",17
"3329","21921","2",21
"3330","21921","3",22
"3331","21923","1",17
"3332","21923","2",21
"3333","21923","3",22
"3334","21924","1",16
"3335","21924","2",21
"3336","21924","3",21
"3337","21925","1",15
"3338","21925","2",20
"3339","21925","3",20
"3340","21926","1",16
"3341","21926","2",20
"3342","21926","3",21
"3343","21927","1",16
"3344","21927","2",20
"3345","21927","3",21
"3346","21929","1",16
"3347","21929","2",21
"3348","21929","3",22
"3349","21936","1",17
"3350","21936","2",20
"3351","21936","3",22
"3352","21937","1",16
"3353","21937","2",19
"3354","21937","3",21
"3355","21938","1",16
"3356","21938","2",19
"3357","21938","3",21
"3358","21939","1",16
"3359","21939","2",19
"3360","21939","3",21
"3361","21940","1",16
"3362","21940","2",19
"3363","21940","3",21
"3364","21941","1",16
"3365","21941","2",19
"3366","21941","3",21
"3367","21942","1",18
"3368","21942","2",20
"3369","21942","3",22
"3370","21943","1",19
"3371","21943","2",20
"3372","21943","3",22
"3373","21944","1",17
"3374","21944","2",18
"3375","21944","3",20
"3376","21945","1",15
"3377","21945","2",17
"3378","21945","3",19
"3379","21946","1",15
"3380","21946","2",16
"3381","21946","3",18
"3382","21947","1",15
"3383","21947","2",16
"3384","21947","3",18
"3385","21948","1",14
"3386","21948","2",16
"3387","21948","3",18
"3388","21950","1",14
"3389","21950","2",15
"3390","21950","3",17
"3391","21951","1",15
"3392","21951","2",16
"3393","21951","3",18
"3394","21952","1",16
"3395","21952","2",17
"3396","21952","3",19
"3397","21953","1",16
"3398","21953","2",17
"3399","21953","3",19
"3400","21954","1",16
"3401","21954","2",17
"3402","21954","3",19
"3403","21955","1",16
"3404","21955","2",16
"3405","21955","3",18
"3406","21956","1",17
"3407","21956","2",17
"3408","21956","3",19
"3409","21958","1",17
"3410","21958","2",15
"3411","21958","3",17
"3412","21959","1",18
"3413","21959","2",17
"3414","21959","3",19
"3415","21960","1",19
"3416","21960","2",17
"3417","21960","3",19
"3418","21961","1",19
"3419","21961","2",18
"3420","21961","3",20
"3421","22009","1",25
"3422","22009","2",7
"3423","22009","3",18
"3424","22127","1",30
"3425","22127","2",29
"3426","22127","3",30
"3427","22146","1",21
"3428","22146","2",20
"3429","22146","3",21
"3430","22147","1",21
"3431","22147","2",20
"3432","22147","3",21
"3433","22148","1",23
"3434","22148","2",22
"3435","22148","3",23
"3436","22149","1",23
"3437","22149","2",22
"3438","22149","3",23
"3439","22166","1",18
"3440","22166","2",21
"3441","22166","3",22
"3442","22167","1",17
"3443","22167","2",21
"3444","22167","3",22
"3445","22168","1",16
"3446","22168","2",21
"3447","22168","3",21
"3448","22169","1",16
"3449","22169","2",20
"3450","22169","3",21
"3451","22170","1",16
"3452","22170","2",20
"3453","22170","3",20
"3454","22171","1",16
"3455","22171","2",20
"3456","22171","3",21
"3457","22172","1",17
"3458","22172","2",21
"3459","22172","3",22
"3460","22173","1",17
"3461","22173","2",21
"3462","22173","3",22
"3463","22174","1",17
"3464","22174","2",21
"3465","22174","3",22
"3466","22175","1",17
"3467","22175","2",21
"3468","22175","3",21
"3469","22177","1",18
"3470","22177","2",20
"3471","22177","3",22
"3472","22181","1",18
"3473","22181","2",20
"3474","22181","3",22
"3475","22182","1",17
"3476","22182","2",19
"3477","22182","3",21
"3478","22183","1",18
"3479","22183","2",20
"3480","22183","3",22
"3481","22184","1",17
"3482","22184","2",19
"3483","22184","3",21
"3484","22185","1",16
"3485","22185","2",18
"3486","22185","3",20
"3487","22186","1",17
"3488","22186","2",19
"3489","22186","3",21
"3490","22187","1",17
"3491","22187","2",18
"3492","22187","3",21
"3493","22188","1",18
"3494","22188","2",19
"3495","22188","3",21
"3496","22189","1",18
"3497","22189","2",19
"3498","22189","3",21
"3499","22190","1",16
"3500","22190","2",17
"3501","22190","3",19
"3502","22191","1",16
"3503","22191","2",17
"3504","22191","3",19
"3505","22192","1",16
"3506","22192","2",17
"3507","22192","3",19
"3508","22193","1",15
"3509","22193","2",17
"3510","22193","3",19
"3511","22194","1",15
"3512","22194","2",16
"3513","22194","3",18
"3514","22195","1",14
"3515","22195","2",16
"3516","22195","3",18
"3517","22196","1",14
"3518","22196","2",15
"3519","22196","3",17
"3520","22197","1",15
"3521","22197","2",15
"3522","22197","3",18
"3523","22198","1",15
"3524","22198","2",16
"3525","22198","3",18
"3526","22199","1",15
"3527","22199","2",16
"3528","22199","3",18
"3529","22200","1",16
"3530","22200","2",16
"3531","22200","3",18
"3532","22201","1",17
"3533","22201","2",15
"3534","22201","3",17
"3535","22202","1",17
"3536","22202","2",16
"3537","22202","3",18
"3538","22235","1",30
"3539","22235","2",13
"3540","22235","3",22
"3541","22254","1",25
"3542","22254","2",7
"3543","22254","3",18
"3544","22379","1",29
"3545","22379","2",28
"3546","22379","3",28
"3547","22392","1",22
"3548","22392","2",22
"3549","22392","3",22
"3550","22393","1",21
"3551","22393","2",21
"3552","22393","3",21
"3553","22394","1",20
"3554","22394","2",20
"3555","22394","3",20
"3556","22395","1",21
"3557","22395","2",20
"3558","22395","3",21
"3559","22411","1",18
"3560","22411","2",21
"3561","22411","3",22
"3562","22412","1",17
"3563","22412","2",21
"3564","22412","3",21
"3565","22413","1",17
"3566","22413","2",21
"3567","22413","3",22
"3568","22414","1",17
"3569","22414","2",22
"3570","22414","3",22
"3571","22417","1",16
"3572","22417","2",20
"3573","22417","3",21
"3574","22423","1",17
"3575","22423","2",20
"3576","22423","3",22
"3577","22424","1",17
"3578","22424","2",19
"3579","22424","3",22
"3580","22425","1",17
"3581","22425","2",20
"3582","22425","3",22
"3583","22427","1",17
"3584","22427","2",19
"3585","22427","3",21
"3586","22428","1",17
"3587","22428","2",19
"3588","22428","3",21
"3589","22429","1",17
"3590","22429","2",19
"3591","22429","3",21
"3592","22430","1",17
"3593","22430","2",19
"3594","22430","3",21
"3595","22431","1",17
"3596","22431","2",19
"3597","22431","3",21
"3598","22432","1",16
"3599","22432","2",18
"3600","22432","3",21
"3601","22433","1",17
"3602","22433","2",19
"3603","22433","3",21
"3604","22434","1",17
"3605","22434","2",18
"3606","22434","3",20
"3607","22435","1",18
"3608","22435","2",19
"3609","22435","3",21
"3610","22436","1",16
"3611","22436","2",17
"3612","22436","3",19
"3613","22437","1",16
"3614","22437","2",17
"3615","22437","3",19
"3616","22438","1",15
"3617","22438","2",17
"3618","22438","3",19
"3619","22439","1",15
"3620","22439","2",16
"3621","22439","3",19
"3622","22440","1",15
"3623","22440","2",16
"3624","22440","3",18
"3625","22441","1",15
"3626","22441","2",16
"3627","22441","3",18
"3628","22442","1",15
"3629","22442","2",16
"3630","22442","3",18
"3631","22443","1",14
"3632","22443","2",15
"3633","22443","3",17
"3634","22444","1",15
"3635","22444","2",15
"3636","22444","3",18
"3637","22445","1",15
"3638","22445","2",16
"3639","22445","3",18
"3640","22446","1",15
"3641","22446","2",16
"3642","22446","3",18
"3643","22447","1",16
"3644","22447","2",15
"3645","22447","3",17
"3646","22448","1",16
"3647","22448","2",15
"3648","22448","3",17
"3649","22449","1",17
"3650","22449","2",15
"3651","22449","3",17
"3652","22451","1",17
"3653","22451","2",14
"3654","22451","3",16
"3655","22456","1",19
"3656","22456","2",15
"3657","22456","3",17
"3658","22457","1",22
"3659","22457","2",17
"3660","22457","3",19
"3661","22458","1",21
"3662","22458","2",17
"3663","22458","3",19
"3664","22459","1",21
"3665","22459","2",17
"3666","22459","3",19
"3667","22460","1",22
"3668","22460","2",18
"3669","22460","3",20
"3670","22486","1",28
"3671","22486","2",11
"3672","22486","3",20
"3673","22498","1",24
"3674","22498","2",6
"3675","22498","3",16
"3676","22499","1",24
"3677","22499","2",6
"3678","22499","3",16
"3679","22626","1",28
"3680","22626","2",27
"3681","22626","3",28
"3682","22640","1",23
"3683","22640","2",22
"3684","22640","3",23
"3685","22642","1",21
"3686","22642","2",21
"3687","22642","3",21
"3688","22643","1",20
"3689","22643","2",20
"3690","22643","3",20
"3691","22644","1",21
"3692","22644","2",21
"3693","22644","3",21
"3694","22658","1",18
"3695","22658","2",21
"3696","22658","3",22
"3697","22659","1",17
"3698","22659","2",20
"3699","22659","3",21
"3700","22660","1",18
"3701","22660","2",21
"3702","22660","3",21
"3703","22661","1",18
"3704","22661","2",21
"3705","22661","3",22
"3706","22664","1",16
"3707","22664","2",20
"3708","22664","3",21
"3709","22665","1",16
"3710","22665","2",21
"3711","22665","3",21
"3712","22666","1",17
"3713","22666","2",21
"3714","22666","3",22
"3715","22670","1",17
"3716","22670","2",20
"3717","22670","3",22
"3718","22672","1",17
"3719","22672","2",20
"3720","22672","3",22
"3721","22673","1",17
"3722","22673","2",19
"3723","22673","3",21
"3724","22675","1",16
"3725","22675","2",18
"3726","22675","3",21
"3727","22676","1",17
"3728","22676","2",19
"3729","22676","3",21
"3730","22677","1",17
"3731","22677","2",19
"3732","22677","3",21
"3733","22678","1",17
"3734","22678","2",18
"3735","22678","3",20
"3736","22679","1",17
"3737","22679","2",18
"3738","22679","3",20
"3739","22680","1",17
"3740","22680","2",18
"3741","22680","3",20
"3742","22681","1",17
"3743","22681","2",18
"3744","22681","3",20
"3745","22682","1",17
"3746","22682","2",18
"3747","22682","3",20
"3748","22683","1",16
"3749","22683","2",17
"3750","22683","3",19
"3751","22684","1",16
"3752","22684","2",17
"3753","22684","3",19
"3754","22685","1",16
"3755","22685","2",17
"3756","22685","3",19
"3757","22686","1",15
"3758","22686","2",16
"3759","22686","3",18
"3760","22687","1",16
"3761","22687","2",17
"3762","22687","3",19
"3763","22688","1",15
"3764","22688","2",17
"3765","22688","3",19
"3766","22689","1",15
"3767","22689","2",17
"3768","22689","3",19
"3769","22690","1",14
"3770","22690","2",16
"3771","22690","3",18
"3772","22691","1",14
"3773","22691","2",15
"3774","22691","3",17
"3775","22692","1",15
"3776","22692","2",15
"3777","22692","3",17
"3778","22693","1",16
"3779","22693","2",17
"3780","22693","3",19
"3781","22694","1",16
"3782","22694","2",15
"3783","22694","3",17
"3784","22695","1",17
"3785","22695","2",15
"3786","22695","3",17
"3787","22696","1",17
"3788","22696","2",15
"3789","22696","3",17
"3790","22697","1",17
"3791","22697","2",15
"3792","22697","3",17
"3793","22698","1",17
"3794","22698","2",14
"3795","22698","3",17
"3796","22699","1",17
"3797","22699","2",14
"3798","22699","3",16
"3799","22704","1",20
"3800","22704","2",16
"3801","22704","3",18
"3802","22706","1",21
"3803","22706","2",17
"3804","22706","3",19
"3805","22707","1",21
"3806","22707","2",17
"3807","22707","3",19
"3808","22708","1",21
"3809","22708","2",16
"3810","22708","3",18
"3811","22744","1",24
"3812","22744","2",6
"3813","22744","3",16
"3814","22745","1",25
"3815","22745","2",7
"3816","22745","3",17
"3817","22746","1",24
"3818","22746","2",7
"3819","22746","3",17
"3820","22891","1",21
"3821","22891","2",20
"3822","22891","3",21
"3823","22904","1",18
"3824","22904","2",21
"3825","22904","3",22
"3826","22905","1",18
"3827","22905","2",21
"3828","22905","3",22
"3829","22906","1",17
"3830","22906","2",21
"3831","22906","3",21
"3832","22907","1",18
"3833","22907","2",21
"3834","22907","3",21
"3835","22910","1",17
"3836","22910","2",21
"3837","22910","3",21
"3838","22911","1",17
"3839","22911","2",21
"3840","22911","3",21
"3841","22912","1",17
"3842","22912","2",21
"3843","22912","3",21
"3844","22916","1",19
"3845","22916","2",21
"3846","22916","3",23
"3847","22917","1",18
"3848","22917","2",21
"3849","22917","3",23
"3850","22918","1",17
"3851","22918","2",20
"3852","22918","3",22
"3853","22919","1",17
"3854","22919","2",19
"3855","22919","3",21
"3856","22920","1",17
"3857","22920","2",20
"3858","22920","3",22
"3859","22923","1",17
"3860","22923","2",18
"3861","22923","3",20
"3862","22924","1",17
"3863","22924","2",18
"3864","22924","3",20
"3865","22925","1",17
"3866","22925","2",18
"3867","22925","3",20
"3868","22926","1",16
"3869","22926","2",17
"3870","22926","3",19
"3871","22927","1",16
"3872","22927","2",17
"3873","22927","3",19
"3874","22928","1",16
"3875","22928","2",17
"3876","22928","3",19
"3877","22929","1",16
"3878","22929","2",17
"3879","22929","3",19
"3880","22930","1",16
"3881","22930","2",17
"3882","22930","3",19
"3883","22931","1",16
"3884","22931","2",17
"3885","22931","3",19
"3886","22933","1",16
"3887","22933","2",16
"3888","22933","3",18
"3889","22934","1",16
"3890","22934","2",16
"3891","22934","3",18
"3892","22935","1",15
"3893","22935","2",16
"3894","22935","3",18
"3895","22936","1",15
"3896","22936","2",16
"3897","22936","3",18
"3898","22937","1",15
"3899","22937","2",15
"3900","22937","3",17
"3901","22938","1",14
"3902","22938","2",15
"3903","22938","3",17
"3904","22939","1",15
"3905","22939","2",15
"3906","22939","3",17
"3907","22940","1",16
"3908","22940","2",15
"3909","22940","3",17
"3910","22941","1",17
"3911","22941","2",16
"3912","22941","3",18
"3913","22942","1",17
"3914","22942","2",15
"3915","22942","3",17
"3916","22943","1",17
"3917","22943","2",15
"3918","22943","3",17
"3919","22944","1",18
"3920","22944","2",16
"3921","22944","3",18
"3922","22945","1",18
"3923","22945","2",16
"3924","22945","3",18
"3925","22946","1",17
"3926","22946","2",14
"3927","22946","3",16
"3928","22947","1",19
"3929","22947","2",15
"3930","22947","3",17
"3931","22949","1",20
"3932","22949","2",16
"3933","22949","3",18
"3934","22950","1",21
"3935","22950","2",16
"3936","22950","3",18
"3937","22951","1",20
"3938","22951","2",16
"3939","22951","3",18
"3940","22990","1",25
"3941","22990","2",8
"3942","22990","3",18
"3943","22992","1",26
"3944","22992","2",8
"3945","22992","3",18
"3946","22993","1",25
"3947","22993","2",7
"3948","22993","3",17
"3949","23138","1",20
"3950","23138","2",19
"3951","23138","3",20
"3952","23139","1",21
"3953","23139","2",20
"3954","23139","3",21
"3955","23140","1",21
"3956","23140","2",21
"3957","23140","3",21
"3958","23152","1",17
"3959","23152","2",20
"3960","23152","3",21
"3961","23153","1",17
"3962","23153","2",20
"3963","23153","3",20
"3964","23154","1",16
"3965","23154","2",20
"3966","23154","3",20
"3967","23155","1",16
"3968","23155","2",20
"3969","23155","3",20
"3970","23156","1",16
"3971","23156","2",19
"3972","23156","3",19
"3973","23157","1",16
"3974","23157","2",19
"3975","23157","3",20
"3976","23163","1",18
"3977","23163","2",21
"3978","23163","3",23
"3979","23164","1",18
"3980","23164","2",20
"3981","23164","3",22
"3982","23165","1",17
"3983","23165","2",20
"3984","23165","3",22
"3985","23167","1",17
"3986","23167","2",19
"3987","23167","3",21
"3988","23168","1",17
"3989","23168","2",20
"3990","23168","3",22
"3991","23171","1",17
"3992","23171","2",18
"3993","23171","3",20
"3994","23172","1",17
"3995","23172","2",18
"3996","23172","3",21
"3997","23173","1",17
"3998","23173","2",18
"3999","23173","3",20
"4000","23174","1",17
"4001","23174","2",18
"4002","23174","3",20
"4003","23175","1",17
"4004","23175","2",18
"4005","23175","3",20
"4006","23176","1",18
"4007","23176","2",18
"4008","23176","3",20
"4009","23177","1",17
"4010","23177","2",18
"4011","23177","3",20
"4012","23178","1",17
"4013","23178","2",17
"4014","23178","3",19
"4015","23179","1",16
"4016","23179","2",16
"4017","23179","3",18
"4018","23184","1",15
"4019","23184","2",16
"4020","23184","3",18
"4021","23185","1",15
"4022","23185","2",15
"4023","23185","3",18
"4024","23186","1",15
"4025","23186","2",15
"4026","23186","3",17
"4027","23187","1",15
"4028","23187","2",15
"4029","23187","3",17
"4030","23188","1",16
"4031","23188","2",16
"4032","23188","3",18
"4033","23189","1",16
"4034","23189","2",15
"4035","23189","3",17
"4036","23190","1",16
"4037","23190","2",15
"4038","23190","3",17
"4039","23191","1",17
"4040","23191","2",15
"4041","23191","3",17
"4042","23192","1",17
"4043","23192","2",15
"4044","23192","3",17
"4045","23193","1",17
"4046","23193","2",14
"4047","23193","3",16
"4048","23194","1",18
"4049","23194","2",14
"4050","23194","3",16
"4051","23197","1",20
"4052","23197","2",15
"4053","23197","3",17
"4054","23198","1",20
"4055","23198","2",15
"4056","23198","3",17
